 x y
0 0.0080675794304063 0.0
1 0.011020892088509265 0.0
2 0.015055328983658871 0.0
3 0.020566659122134488 0.004125491701045764
4 0.028095531350074813 0.017365441811378682
5 0.038380510765285335 0.05814065048450542
6 0.05243053025940586 0.2081934184016118
7 0.07162386452055433 0.49947232082893595
8 0.09784333561910563 0.7544852729540439
9 0.13366101353447124 0.9027151491892929
10 0.18259053032093883 1.0
11 0.24943175935354894 0.9222872493523936
12 0.34074167189749394 0.6740861556173846
13 0.4654775609505697 0.4180178451501487
14 0.6358757311423665 0.2216252518468771
15 0.8686518521540008 0.10141034251175285
16 1.186640727575807 0.04288592535738271
17 1.6210363367670573 0.016501966804183057
18 2.214451892686524 0.0
19 3.0251001003487095 0.0
