 x y
0 0.19461588930034887 0.0
1 0.20981615341255191 0.0
2 0.22620361775753842 0.0
3 0.2438710073289214 0.0
4 0.26291828930592265 0.0
5 0.283453238696468 0.0009798317955417653
6 0.3055920481592261 0.01600391932718217
7 0.3294599854551403 0.06336245611170083
8 0.35519210224850295 0.14550502163795215
9 0.3829339982681729 0.27696578753980566
10 0.41284264515278113 0.4994692577774149
11 0.445087274641477 0.7898260798562914
12 0.4798503361358551 1.0
13 0.5173285290512233 0.9826896382787622
14 0.557733915798553 0.7983179554176533
15 0.6012951216946845 0.6039029966522413
16 0.6482586285902239 0.4248387360169838
17 0.6988901695348526 0.2604719523148526
18 0.7534762323714655 0.1318690291499959
19 0.8123256807669076 0.019188372662692903
20 0.8757715018515687 0.0
