 x y
0 0.012706030690281075 0.0
1 0.020124157146180863 0.0
2 0.03187318767882053 0.0
3 0.05048162193476575 0.009622323791195573
4 0.07995416645627854 0.059177291315852774
5 0.1266335844355227 0.14048592735145538
6 0.20056571680673688 0.228289631946115
7 0.31766143979508166 0.3211450565311523
8 0.503120832110699 0.4354101515515997
9 0.7968564641243605 0.6538369016117392
10 1.2620829508348939 0.9059417849410633
11 1.9989213195860165 1.0
12 3.165945977839466 0.9025739716141449
13 5.0143113870403555 0.6535963435169593
14 7.941802817292899 0.367332210728891
15 12.578443403370123 0.17223959586240076
16 19.922080929442696 0.07385133509742603
17 31.553133868132402 0.02862641327880683
18 49.97471200053679 0.0
19 79.15130870911551 0.0
