 x y
0 3269209859.3279824 0.0
1 4021132650.5535345 0.0
2 4945998724.19065 0.0
3 6083585274.494255 0.012182910547396529
4 7482818305.437303 0.05690921228304406
5 9203876869.605055 0.1426902536715621
6 11320781284.946665 0.2744492656875835
7 13924576644.96093 0.47121161548731644
8 17127248540.629755 0.7559245660881175
9 21066539403.814465 1.0
10 25911872616.29762 0.9522696929238986
11 31871639172.10157 0.6488651535380509
12 39202160282.22281 0.3693257676902537
13 48218711390.85667 0.20936248331108145
14 59309081730.607574 0.11098130841121495
15 72950252594.1599 0.0508177570093458
16 89728911631.5107 0.021528704939919895
17 110366685463.95148 0.008261014686248331
18 135751175834.1799 0.0
19 166974134113.88165 0.0
