 x y
0 1.1406786159476958 0.0
1 1.1849551150388071 0.0
2 1.23095024753319 0.0
3 1.2787307237813796 0.0064516129032258064
4 1.3283658435580779 0.025806451612903226
5 1.3799275965730564 0.058064516129032254
6 1.4334907668834818 0.13548387096774192
7 1.4891330413591026 0.3548387096774194
8 1.5469351223576153 0.7225806451612904
9 1.6069808447736267 0.9935483870967742
10 1.6693572976309803 1.0
11 1.7341549503948044 0.8258064516129032
12 1.8014677841864766 0.5741935483870968
13 1.8713934280918203 0.32903225806451614
14 1.9440333007602306 0.16129032258064516
15 2.019492757500101 0.07096774193548387
16 2.0978812430838962 0.025806451612903226
17 2.179312450484494 0.0064516129032258064
18 2.263904485773029 0.0
19 2.3517800394173944 0.0
20 2.4430665642298597 0.0
