 x y
0 0.061400086929586935 0.0
1 0.06619567449027988 0.0
2 0.07136581624466064 0.0
3 0.0769397663440159 0.00192971765183831
4 0.08294906380356376 0.006500101564086938
5 0.08942771095928646 0.014929920780012188
6 0.09641236586294172 0.03280520008125127
7 0.10394254970387866 0.060329067641681895
8 0.11206087043131124 0.1022750355474304
9 0.12081326384236786 0.16351817997156204
10 0.13024925350006314 0.27818403412553316
11 0.14042223095188264 0.5131017672151127
12 0.15138975783453767 0.8128173877716839
13 0.16321389157428629 1.0
14 0.1759615365257264 0.9828356693073328
15 0.1897048225359058 0.8207393865529148
16 0.2045215130757733 0.6163924436319317
17 0.22049544524829695 0.4240300629697339
18 0.23771700416294161 0.24263660369693274
19 0.2562836343606534 0.10136095876498069
