 x y
0 0.00253013199634264 0.0
1 0.002776819279922833 0.0
2 0.003047558516511067 0.0
3 0.0033446947659543894 0.0
4 0.00367080173089174 0.019867549668874173
5 0.004028704049373199 0.09366130558183537
6 0.00442150176100445 0.3114947965941343
7 0.004852597158534658 0.6996215704824976
8 0.005325724257467944 1.0
9 0.005844981138955162 0.9761116367076631
10 0.006414865446110117 0.7083727530747398
11 0.007040313341208411 0.40681173131504256
12 0.007726742261204131 0.19678334910122988
13 0.008480097841899533 0.08088930936613056
14 0.00930690541721038 0.0
15 0.01021432653959774 0.0
