 x y
0 1730.427836158093 0.0
1 1865.5810357826012 0.0
2 2011.2902302813582 0.0
3 2168.379884247838 0.0
4 2337.738856193283 0.0
5 2520.3254279641933 0.001333228766371265
6 2717.1727269770417 0.010430554466316367
7 2929.394571950788 0.04234961963767547
8 3158.1917752140184 0.12767626068543642
9 3404.858937246994 0.3009175750921496
10 3670.791771904071 0.5092149635322719
11 3957.495003764719 0.7346874754921182
12 4266.590882298622 0.9626695945416045
13 4599.828361020462 1.0
14 4959.092993572684 0.8208767939769429
15 5346.41760273113 0.5840326248921653
16 5763.993782701855 0.37001019527880163
17 6214.184299792424 0.21386557917026114
18 6699.536461624268 0.10179593757352365
19 7222.796530532944 0.0005489765508587561
20 7786.925262711487 0.0
