 x y
0 41.554159267704144 0.0
1 70.48869982294164 0.0
2 119.57062518625932 0.0
3 202.82874337795158 0.016252821670428894
4 344.0602495487047 0.10880361173814898
5 583.6325431397653 0.30293453724604963
6 990.0212124434095 0.5981941309255079
7 1679.382023173436 0.8966139954853273
8 2848.7510614014454 1.0
9 4832.362439190966 0.9187358916478555
10 8197.18053293706 0.7927765237020316
11 13904.952191626531 0.6329571106094808
12 23587.0973775105 0.4112866817155756
13 40011.00867007602 0.21580135440180587
14 67871.03937270738 0.10880361173814898
15 115130.26386102487 0.0528216704288939
16 195296.5179142278 0.023024830699774266
17 331283.2667131064 0.009029345372460496
18 561958.8304810824 0.0
19 953255.8957442008 0.0
