 x y
0 1676.1695810736223 0.0
1 1807.0849982101938 0.0
2 1948.22542279086 0.0
3 2100.389467992881 0.0
4 2264.4381218143053 0.0010835410120273053
5 2441.2996187920703 0.00823491169140752
6 2631.974692220383 0.03293964676563008
7 2837.5422365879576 0.08494961534294072
8 3059.165412273805 0.18008451619893814
9 3298.0982270437003 0.32636255282262433
10 3555.6926315873347 0.5036298623902915
11 3833.4061692447417 0.69801711994799
12 4132.810223206355 0.874959367212049
13 4455.598907851732 0.989923068588146
14 4803.598654536695 1.0
15 5178.7785460680425 0.8409361794343917
16 5583.261458341252 0.5731931953624445
17 6019.336072183789 0.3397984613717629
18 6489.469823370472 0.16415646332213676
19 6996.322864085821 0.003684039440892838
20 7542.763114831368 0.0
