 x y
0 11289180396.612707 0.0
1 12170909654.463736 0.0
2 13121505424.925709 0.0
3 14146346452.683529 0.0
4 15251231583.473959 0.0
5 16442412575.62513 0.0
6 17726629474.305958 0.0
7 19111148748.643158 0.007551391413788281
8 20603804407.496643 0.10236330583135227
9 22213042326.5382 0.3736540344007831
10 23947968037.448864 0.7386379527338833
11 25818398249.63997 0.9989511956369738
12 27834916396.02267 1.0
13 30008932517.119873 0.7611522863935113
14 32352747822.36213 0.49839183331002657
15 34879624293.873924 0.3340092294783946
16 37603859726.5886 0.2110893581317298
17 40540868629.29049 0.11257166829814011
18 43707269444.34576 0.03712767445112572
19 47120978579.63614 0.0
