 x y
0 0.4183805148285423 0.0
1 0.43356413539844535 0.0
2 0.44929879103198 0.0
3 0.46560447957089646 0.006802721088435373
4 0.48250192460690355 0.047619047619047616
5 0.5000126018201613 0.16326530612244897
6 0.518158766273634 0.3537414965986394
7 0.5369634806979952 0.5578231292517006
8 0.5564506448030301 0.802721088435374
9 0.5766450256527921 1.0
10 0.5975722891431152 0.965986394557823
11 0.6192590326214912 0.7346938775510204
12 0.6417328186907665 0.47619047619047616
13 0.665022210239625 0.27210884353741494
14 0.6891568067443757 0.13605442176870747
15 0.7141672818881831 0.054421768707482984
16 0.7400854225455534 0.02040816326530612
17 0.7669441691816227 0.006802721088435373
18 0.7947776577175922 0.0
19 0.8236212629155198 0.0
